Date,year,month,day,dow,doy,quarter,is_weekend,days_to_eom,days_from_som,dim,is_last1,is_first1,is_last2,is_first2,is_last3,is_first3,t_days,t_years,regime_pre2019,regime_2019,regime_post2019,sin_y1,cos_y1,sin_y2,cos_y2,sin_y3,cos_y3,sin_y4,cos_y4,sin_y5,cos_y5,sin_w1,cos_w1,sin_w2,cos_w2,sin_m1,cos_m1,sin_m2,cos_m2,hol_new_year,hol_womens_day,hol_reunification,hol_labor_day,hol_national_day,hol_vn_womens_day,hol_dd_1111,hol_dd_1212,hol_christmas_eve,hol_christmas,tet_days_diff,tet_in_7,tet_in_14,tet_before_7,tet_after_7,tet_on,hol_black_friday,promo_spring_sale,promo_spring_sale_since,promo_spring_sale_until,promo_spring_sale_disc,promo_mid_year,promo_mid_year_since,promo_mid_year_until,promo_mid_year_disc,promo_fall_launch,promo_fall_launch_since,promo_fall_launch_until,promo_fall_launch_disc,promo_year_end,promo_year_end_since,promo_year_end_until,promo_year_end_disc,promo_urban_blowout,promo_urban_blowout_since,promo_urban_blowout_until,promo_urban_blowout_disc,promo_rural_special,promo_rural_special_since,promo_rural_special_until,promo_rural_special_disc,is_odd_year
2023-07-12,2023,7,12,2,193,3,0,19,11,31,0,0,0,0,0,0,1288,3.5263518138261465,0,0,1,-0.1775291491870349,-0.984115542601034,0.3494183899593976,0.9369668023778548,-0.5102069876723092,-0.8600516436414433,0.6547868630645504,0.7558135775163646,-0.7785648703932875,-0.6275641342440497,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,0.7907757369376989,-0.6121059825476626,-0.968077118866204,-0.2506525322587213,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,19.0,10.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-13,2023,7,13,3,194,3,0,18,12,31,0,0,0,0,0,0,1289,3.5290896646132786,0,0,1,-0.1944312200476619,-0.9809161537413774,0.3814414490727919,0.9243930013415552,-0.5538929381563792,-0.8325879011014353,0.7052036118889403,0.7090048418584973,-0.8295982910008727,-0.5583607038182677,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.6513724827222223,-0.758758122692791,-0.9884683243281114,0.1514277775045766,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,20.0,9.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-14,2023,7,14,4,195,3,0,17,13,31,0,0,0,0,0,0,1290,3.5318275154004106,0,0,1,-0.2112757555821793,-0.9774264960104057,0.4130130429412807,0.9107251102063584,-0.5961040271552034,-0.8029072105849769,0.7522826980987227,0.6588404527207676,-0.8744980560685742,-0.4850290196805598,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,0.485301962531081,-0.8743466161445821,-0.8486442574947509,0.5289640103269624,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,21.0,8.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-15,2023,7,15,5,196,3,1,16,14,31,0,0,0,0,0,0,1291,3.5345653661875427,0,0,1,-0.2280577712215198,-0.9736476020539838,0.4440958041592176,0.8959793059709459,-0.636727858382198,-0.7710886034432227,0.7958013007903698,0.6055578334563557,-0.9129321980697738,-0.4081112614563476,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,0.299363122973358,-0.9541392564000488,-0.5712682150947924,0.8207634412072763,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,22.0,7.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-16,2023,7,16,6,197,3,1,15,15,31,0,0,0,0,0,0,1292,3.5373032169746748,0,0,1,-0.2447723008972595,-0.9695805901076308,0.4746529438919349,0.8801730414269229,-0.6756562619728733,-0.7372168036994572,0.8355534504952139,0.5494091657094392,-0.9446165532223592,-0.3281761224987429,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,0.1011683219874327,-0.994869323391895,-0.2012985200886611,0.9795299412524944,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,23.0,6.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-17,2023,7,17,0,198,3,0,14,16,31,0,0,0,0,0,0,1293,3.540041067761807,0,0,1,-0.2614143985111562,-0.965226663665613,0.5046482954181526,0.8633250245021008,-0.7127855825108473,-0.7013820024527804,0.87135100401364,0.490660195863106,-0.9693168624606876,-0.2458146052401451,0.0,1.0,0.0,1.0,-0.101168321987432,-0.9948693233918952,0.2012985200886598,0.9795299412524946,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,24.0,5.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-18,2023,7,18,1,199,3,0,13,17,31,0,0,0,0,0,0,1294,3.542778918548939,0,0,1,-0.2779791393987801,-0.9605871111248128,0.5340463569360717,0.8454551961182272,-0.7480169550331223,-0.6636796177245282,0.9030245348792224,0.4295889772866198,-0.9868505034357962,-0.1616356516011105,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,-0.2993631229733582,-0.9541392564000488,0.5712682150947928,0.8207634412072761,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,25.0,4.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-19,2023,7,19,2,200,3,0,12,18,31,0,0,0,0,0,0,1295,3.5455167693360714,0,0,1,-0.2944616217868012,-0.9556633054034704,0.5628123335824821,0.8265847065893737,-0.7812565682797488,-0.6242100403868479,0.9304241352383132,0.366484554334882,-0.9970878407382744,-0.0762616407631357,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822,0.8486442574947507,0.5289640103269628,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,26.0,3.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-20,2023,7,20,3,201,3,0,11,19,31,0,0,0,0,0,0,1296,3.5482546201232035,0,0,1,-0.3108569682435036,-0.9504567035349152,0.5909121786151564,0.8067358905889147,-0.81241591448689,-0.5830783668499718,0.9534201253498682,0.3016455943285788,-0.9999531843608732,0.009676212407229,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,-0.651372482722222,-0.7587581226927911,0.9884683243281112,0.1514277775045771,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,27.0,2.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-21,2023,7,21,4,202,3,0,10,20,31,0,0,0,0,0,0,1297,3.5509924709103355,0,0,1,-0.3271603271220951,-0.9449688462364056,0.6183126337097825,0.7859322407147274,-0.8414120250581577,-0.5403941192199728,0.9719036673475078,0.2353789739897445,-0.995425349314454,0.0955425242611753,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.7907757369376986,-0.6121059825476627,0.9680771188662042,-0.2506525322587208,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,28.0,1.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-22,2023,7,22,5,203,3,1,9,21,31,0,0,0,0,0,0,1298,3.553730321697468,0,0,1,-0.343366873996388,-0.939201357453208,0.6449812683237445,0.7641983796838971,-0.8681676914867166,-0.4962709536721097,0.9857872803589408,0.1679983270229877,-0.9835378122597298,0.180702440092392,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,-0.8978045395707417,-0.4403941515576342,0.7907757369376984,-0.612105982547663,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,1,29.0,0.0,18.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-23,2023,7,23,6,204,3,1,8,22,31,0,0,0,0,0,0,1299,3.5564681724846,0,0,1,-0.3594718130884232,-0.9331559438780432,0.6708865180801582,0.7415600311898435,-0.8926116709398649,-0.450826357816335,0.9950052545447352,0.0998225597165632,-0.9643784639967456,0.2645263279510712,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,-0.968077118866204,-0.2506525322587213,0.4853019625310824,-0.8743466161445813,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-24,2023,7,24,0,205,3,0,7,23,31,0,0,0,0,0,0,1300,3.559206023271732,0,0,1,-0.3754703786876202,-0.9268343944460494,0.6959977221267386,0.7180439894563503,-0.9146788759587108,-0.4041813378607547,0.9995139620968312,0.0311743415887823,-0.938088959642066,0.3463944338433662,0.0,1.0,0.0,1.0,-0.9987165071710528,-0.0506491688387135,0.1011683219874338,-0.9948693233918948,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-25,2023,7,25,1,206,3,0,6,24,31,0,0,0,0,0,0,1301,3.561943874058864,0,0,1,-0.3913578365610259,-0.9202385798054076,0.7202851594252706,0.6936780875245466,-0.9343105477678196,-0.3564600964060307,0.9992920637248696,-0.0376214217765748,-0.904863671298158,0.425701463897905,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,-0.9884683243281114,0.1514277775045766,-0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-26,2023,7,26,2,207,3,0,5,25,31,0,0,0,0,0,0,1302,3.564681724845996,0,0,1,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,0.6684911643103645,-0.951454412733338,-0.307789701728727,0.994340609653052,-0.1062391264779464,-0.8649482509584351,0.5018610596210309,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,-0.9377521321470804,0.3473052528448203,-0.6513724827222221,-0.758758122692791,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-27,2023,7,27,3,208,3,0,4,26,31,0,0,0,0,0,0,1303,3.567419575633128,0,0,1,-0.4227806579826773,-0.9062320427107696,0.7662747586044899,0.6425130304714689,-0.9660648215530204,-0.2582997494341228,0.9846830346495282,-0.1743540113487385,-0.8186378142731447,0.5743101331528881,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,-0.8486442574947509,0.5289640103269624,-0.8978045395707416,-0.4403941515576344,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-28,2023,7,28,4,209,3,0,3,27,31,0,0,0,0,0,0,1304,3.57015742642026,0,0,1,-0.4383067230125192,-0.898825465016444,0.7879224882631226,0.6157744331240536,-0.97810287080751,-0.208122017379486,0.970365047111836,-0.2416436950215011,-0.7662747586044906,0.6425130304714681,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.72479278722912,0.6889669190756865,-0.9987165071710528,-0.0506491688387129,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-29,2023,7,29,5,210,3,1,2,28,31,0,0,0,0,1,0,1305,3.572895277207392,0,0,1,-0.4537030860313442,-0.8911529104063088,0.8086376511543126,0.5883070194512693,-0.98753650654923,-0.1573901147866107,0.951454412733338,-0.3077897017287277,-0.7082462315032508,0.7059654917638989,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,-0.5712682150947924,0.8207634412072763,-0.9377521321470804,0.34730525284482,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-30,2023,7,30,6,211,3,1,1,29,31,0,0,1,0,1,0,1306,3.575633127994524,0,0,1,-0.4689651910076318,-0.8832166493127127,0.8283957292921138,0.5601432992463508,-0.9943406096530518,-0.1062391264779474,0.9280406337745428,-0.3724789686188263,-0.6449812683237474,0.7641983796838948,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,-0.3943558551133187,0.9189578116202306,-0.7247927872291202,0.6889669190756863,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,0.0,33.0,0.0,0,-1.0,-1.0,0.0,1
2023-07-31,2023,7,31,0,212,3,0,0,30,31,1,0,1,0,1,0,1307,3.578370978781656,0,0,1,-0.4840885216389758,-0.8750190302029955,0.847173337473877,0.5313166064347815,-0.998497062701478,-0.0548052531836224,0.9002345254572965,-0.4354053274532549,-0.5769476201403175,0.8167811479303523,0.0,1.0,0.0,1.0,-0.2012985200886611,0.9795299412524944,-0.3943558551133206,0.9189578116202296,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,1.0,32.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-01,2023,8,1,1,213,3,0,30,0,31,0,1,0,1,0,1,1308,3.5811088295687883,0,0,1,-0.4990686026885319,-0.8665624788845385,0.8649482509584342,0.5018610596210326,-0.9999947982262414,-0.0032254488771081,0.868167691486717,-0.4962709536721089,-0.5046482954181549,0.8633250245020995,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,2.0,31.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-02,2023,8,2,2,214,3,0,29,1,31,0,0,0,1,0,1,1309,3.583846680355921,0,0,1,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,0.4718115217065765,-0.9988298281778684,0.0483629438947822,0.8319919011831955,-0.5547877759698494,-0.4286178410077265,0.903485886093344,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,0.20129852008866,0.9795299412524944,0.3943558551133185,0.9189578116202306,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,3.0,30.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-03,2023,8,3,3,215,3,0,28,2,31,0,0,0,0,0,1,1310,3.586584531143053,0,0,1,-0.5285813283559292,-0.8488826652214553,0.8974070536021568,0.4412035586269627,-0.9950052545447352,0.0998225597165622,0.7918783711724181,-0.6106788397098085,-0.3494183899593994,0.9369668023778543,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.3943558551133185,0.9189578116202306,0.72479278722912,0.6889669190756866,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,4.0,29.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-04,2023,8,4,4,216,3,0,27,3,31,0,0,0,0,0,0,1311,3.589322381930185,0,0,1,-0.5431052396834317,-0.8396646346181327,0.912052525275964,0.4100733972568043,-0.9885312610933432,0.1510163760696315,0.748016955033124,-0.6636796177245262,-0.2676355053787699,0.9635202313707016,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,0.5712682150947923,0.8207634412072763,0.9377521321470804,0.3473052528448203,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,5.0,28.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-05,2023,8,5,5,217,3,1,26,4,31,0,0,0,0,0,0,1312,3.592060232717317,0,0,1,-0.5574684374327892,-0.8301981337405212,0.9256185127518922,0.3784578825324888,-0.9794250862518064,0.201808078184798,0.7006152447379053,-0.7135392622980498,-0.1838738510513285,0.9829498496360604,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,0.72479278722912,0.6889669190756866,0.9987165071710528,-0.0506491688387126,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,6.0,27.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-06,2023,8,6,6,218,3,1,25,5,31,0,0,0,0,0,0,1313,3.594798083504449,0,0,1,-0.5716666713027052,-0.8204859638785327,0.9380889596420648,0.3463944338433696,-0.9677109772087537,0.2520624220102616,0.6498975881398573,-0.7600217924046628,-0.0987527208457756,0.9951120038093983,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,0.8486442574947509,0.5289640103269624,0.8978045395707416,-0.4403941515576344,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,7.0,26.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-07,2023,8,7,0,219,3,0,24,6,31,0,0,0,0,0,0,1314,3.597535934291581,0,0,1,-0.5856957398073508,-0.8105309990194823,0.9494491062150135,0.3139210007430401,-0.953420125349868,0.3016455943285796,0.5961040271552042,-0.8029072105849764,-0.0129014599494232,0.9999167727021951,0.0,1.0,0.0,1.0,0.9377521321470804,0.3473052528448203,0.6513724827222223,-0.758758122692791,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,8.0,25.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-08,2023,8,8,1,220,3,0,23,7,31,0,0,0,0,0,0,1315,3.600273785078713,0,0,1,-0.5995514915196489,-0.8003361849976323,0.9596855068649522,0.2810760180331286,-0.936590583203982,0.3504255690637097,0.539489161667411,-0.8419925441732807,0.0730451882110455,0.9973286321364754,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,0.9884683243281114,0.1514277775045767,0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,9.0,24.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-09,2023,8,9,2,221,3,0,22,8,31,0,0,0,0,0,0,1316,3.603011635865845,0,0,1,-0.6132298262997502,-0.7899045386224707,0.968786046025684,0.2478983602727564,-0.9172671631198612,0.3982724588294324,0.4803209445297884,-0.8770928059481573,0.1584517749608344,0.987366717593702,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,0.9987165071710528,-0.0506491688387126,-0.101168321987432,-0.9948693233918952,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,10.0,23.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-10,2023,8,10,3,222,3,0,21,9,31,0,0,0,0,0,0,1317,3.605749486652977,0,0,1,-0.6267266965083301,-0.7792391467859886,0.9767399525103048,0.214427295767511,-0.895501317943504,0.4450588607829839,0.4188794133697436,-0.9080418696596648,0.2426868445825953,0.9701046827361176,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9680771188662044,-0.2506525322587204,-0.4853019625310808,-0.8743466161445822,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,11.0,22.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-11,2023,8,11,4,223,3,0,20,10,31,0,0,0,0,0,0,1318,3.608487337440109,0,0,1,-0.6400381082043503,-0.7683431655492202,0.9835378122597296,0.1807024400923929,-0.8713510040136405,0.4906601958631051,0.3554553651969341,-0.9346932562893102,0.3251276029999075,0.9456701548465694,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,0.8978045395707416,-0.4403941515576344,-0.7907757369376986,-0.6121059825476627,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,12.0,21.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-12,2023,8,12,5,224,3,1,19,11,31,0,0,0,0,0,0,1319,3.6112251882272415,0,0,1,-0.65316012232693,-0.7572198192083127,0.9891715794849548,0.1467637092037396,-0.8448805268402667,0.5349550405091192,0.2903489800882674,-0.9569208273215204,0.4051645224207529,0.914243791213024,-0.9749279121818236,-0.2225209339563146,0.4338837391175584,-0.9009688679024188,0.7907757369376989,-0.6121059825476626,-0.968077118866204,-0.2506525322587213,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,13.0,20.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-13,2023,8,13,6,225,3,1,18,12,31,0,0,0,0,0,0,1320,3.6139630390143735,0,0,1,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.112651272195629,-0.8161603698771164,0.5778254499778013,0.2238684004637317,-0.9746193817454124,0.4822058478963525,0.8760579434344281,-0.7818314824680299,0.6234898018587334,-0.9749279121818236,-0.2225209339563148,0.6513724827222223,-0.758758122692791,-0.9884683243281114,0.1514277775045766,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,14.0,19.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-14,2023,8,14,0,226,3,0,17,13,31,0,0,0,0,0,0,1321,3.6167008898015056,0,0,1,-0.6788204829862355,-0.734304263829602,0.9969215500633252,0.0784055037566676,-0.7852670068439961,0.6191572723971441,0.156328272677186,-0.9877051539613264,0.5556819724760473,0.8313949395234068,0.0,1.0,0.0,1.0,0.485301962531081,-0.8743466161445821,-0.8486442574947509,0.5289640103269624,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,15.0,18.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-15,2023,8,15,1,227,3,0,16,14,31,0,0,0,0,0,0,1322,3.619438740588638,0,0,1,-0.6913512362094071,-0.722518835873311,0.9990285807311906,0.0440669363834491,-0.7522826980987246,0.6588404527207655,0.0880482578246577,-0.996116210235554,0.6250496486104348,0.7805849965070889,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.2225209339563143,0.299363122973358,-0.9541392564000488,-0.5712682150947924,0.8207634412072763,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,16.0,17.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-16,2023,8,16,2,228,3,0,15,15,31,0,0,0,0,0,0,1323,3.62217659137577,0,0,1,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.0096762124072308,-0.717295271600886,0.6967693257736101,0.0193515188183254,-0.9998127418269004,0.689796004665588,0.7240037789593312,0.9749279121818236,-0.2225209339563143,-0.433883739117558,-0.9009688679024191,0.1011683219874327,-0.994869323391895,-0.2012985200886611,0.9795299412524944,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,17.0,16.0,0.0,0,-1.0,-1.0,0.0,1
2023-08-17,2023,8,17,3,229,3,0,14,16,31,0,0,0,0,0,0,1324,3.6249144421629023,0,0,1,-0.7157953492826642,-0.6983101158835584,0.9996942666129788,-0.0247259641093823,-0.6803978890506108,0.7328428976086707,-0.0494368091132557,-0.998777253397723,0.7494423368521941,0.662069621515383,0.4338837391175582,-0.900968867902419,-0.7818314824680299,0.6234898018587334,-0.101168321987432,-0.9948693233918952,0.2012985200886598,0.9795299412524946,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,0,-1.0,-1.0,0.0,1,18.0,15.0,0.0,0,-1.0,-1.0,0.0,1
